locus_tag	gene_symbol	product	type
EQU24_RS20040		TIGR03790 family protein	CDS
EQU24_RS20045		rhomboid family intramembrane serine protease	CDS
EQU24_RS20055		Uma2 family endonuclease	CDS
EQU24_RS20060		sulfite exporter TauE/SafE family protein	CDS
EQU24_RS20065		hypothetical protein	CDS
EQU24_RS20070		addiction module protein	CDS
EQU24_RS20075		hypothetical protein	CDS
EQU24_RS20080		outer membrane lipoprotein carrier protein LolA	CDS
EQU24_RS20085		MMPL family transporter	CDS
EQU24_RS20090		hypothetical protein	CDS
EQU24_RS20095		FAD-dependent oxidoreductase	CDS
EQU24_RS20100		response regulator	CDS
EQU24_RS20105		response regulator	CDS
EQU24_RS20110		response regulator	CDS
EQU24_RS20115		EAL domain-containing protein	CDS
EQU24_RS20120		exosortase system-associated protein, TIGR04073 family	CDS
EQU24_RS20125		transglycosylase SLT domain-containing protein	CDS
EQU24_RS20130		EAL domain-containing protein	CDS
EQU24_RS20135		transglutaminase-like cysteine peptidase	CDS
EQU24_RS20140		TolC family outer membrane protein	CDS
EQU24_RS20145		VWA domain-containing protein	CDS
EQU24_RS20150		hypothetical protein	CDS
EQU24_RS20155		type I secretion system permease/ATPase	CDS
EQU24_RS20160		HlyD family type I secretion periplasmic adaptor subunit	CDS
EQU24_RS20165		response regulator transcription factor	CDS
EQU24_RS20175		hypothetical protein	CDS
EQU24_RS20180		protein containing Six-hairpin glycosidase-like domain	CDS
EQU24_RS20185		methyltransferase domain-containing protein	CDS
EQU24_RS20190		tetratricopeptide repeat protein	CDS
EQU24_RS20195		Bax inhibitor-1/YccA family protein	CDS
EQU24_RS20200		IS1595 family transposase	CDS
EQU24_RS20210		VCBS domain-containing protein	CDS
EQU24_RS20215		sulfotransferase	CDS
EQU24_RS20220		glycosyltransferase family 4 protein	CDS
EQU24_RS20225		glycosyltransferase	CDS
EQU24_RS20230		ISAzo13 family transposase	CDS
EQU24_RS20240		IS66 family transposase	CDS
EQU24_RS20245	istA	IS21 family transposase	CDS
EQU24_RS20250	istB	IS21-like element helper ATPase IstB	CDS
EQU24_RS20255	cas2e	type I-E CRISPR-associated endoribonuclease Cas2e	CDS
EQU24_RS20260	cas1e	type I-E CRISPR-associated endonuclease Cas1e	CDS
EQU24_RS20265		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS20280		ribbon-helix-helix protein, CopG family	CDS
EQU24_RS20285		hypothetical protein	CDS
EQU24_RS20290	cas5e	type I-E CRISPR-associated protein Cas5/CasD	CDS
EQU24_RS20295	cas7e	type I-E CRISPR-associated protein Cas7/Cse4/CasC	CDS
EQU24_RS20300	cas6e	type I-E CRISPR-associated protein Cas6/Cse3/CasE	CDS
EQU24_RS20305		type I-E CRISPR-associated protein Cse2/CasB	CDS
EQU24_RS20310	casA	type I-E CRISPR-associated protein Cse1/CasA	CDS
EQU24_RS20315		CRISPR-associated helicase/endonuclease Cas3	CDS
EQU24_RS20320		DUF2442 domain-containing protein	CDS
EQU24_RS20325		hypothetical protein	CDS
EQU24_RS20330		WYL domain-containing protein	CDS
EQU24_RS20340		EAL domain-containing protein	CDS
EQU24_RS20345		hydrogenase maturation protease	CDS
EQU24_RS20350		nickel-dependent hydrogenase large subunit	CDS
EQU24_RS20355		NADH ubiquinone oxidoreductase	CDS
EQU24_RS20360		hypothetical protein	CDS
EQU24_RS20365		heme-binding protein	CDS
EQU24_RS20370		arylesterase	CDS
EQU24_RS20375		ABC transporter ATP-binding protein	CDS
EQU24_RS20380		FtsX-like permease family protein	CDS
EQU24_RS20385		glycine zipper family protein	CDS
EQU24_RS20390		PAS domain-containing protein	CDS
EQU24_RS20395		methyl-accepting chemotaxis protein	CDS
EQU24_RS20400	atpD	F0F1 ATP synthase subunit beta	CDS
EQU24_RS20405		F0F1 ATP synthase subunit epsilon	CDS
EQU24_RS20410		AtpZ/AtpI family protein	CDS
EQU24_RS20415		ATP synthase subunit I	CDS
EQU24_RS20420		F0F1 ATP synthase subunit A	CDS
EQU24_RS20430		F0F1 ATP synthase subunit C	CDS
EQU24_RS20435		hypothetical protein	CDS
EQU24_RS20440		alternate F1F0 ATPase, F1 subunit alpha	CDS
EQU24_RS20445		F0F1 ATP synthase subunit gamma	CDS
EQU24_RS20455		Dabb family protein	CDS
EQU24_RS20460		hypothetical protein	CDS
EQU24_RS20465	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	CDS
EQU24_RS20470		alkene reductase	CDS
EQU24_RS20475		methyl-accepting chemotaxis protein	CDS
EQU24_RS20480		ATP-binding protein	CDS
EQU24_RS20485		PEP-CTERM sorting domain-containing protein	CDS
EQU24_RS20490		sigma 54-interacting transcriptional regulator	CDS
EQU24_RS20495		HDOD domain-containing protein	CDS
EQU24_RS20505		hypothetical protein	CDS
EQU24_RS20515		hypothetical protein	CDS
EQU24_RS20520		hypothetical protein	CDS
EQU24_RS20525	apbC	iron-sulfur cluster carrier protein ApbC	CDS
EQU24_RS20535	dcd	dCTP deaminase	CDS
EQU24_RS20540		heme ABC transporter ATP-binding protein	CDS
EQU24_RS20545		iron ABC transporter permease	CDS
EQU24_RS20550		ABC transporter substrate-binding protein	CDS
EQU24_RS20555		pyridoxamine 5'-phosphate oxidase family protein	CDS
EQU24_RS20560		hemin-degrading factor	CDS
EQU24_RS20565		hypothetical protein	CDS
EQU24_RS20575		hypothetical protein	CDS
EQU24_RS20580		pilus assembly protein	CDS
EQU24_RS20585		TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	CDS
EQU24_RS20590		hypothetical protein	CDS
EQU24_RS20595		hypothetical protein	CDS
EQU24_RS20600		hypothetical protein	CDS
EQU24_RS20605		LuxR C-terminal-related transcriptional regulator	CDS
EQU24_RS20620		DUF6494 family protein	CDS
EQU24_RS20625		sterol desaturase family protein	CDS
EQU24_RS20630		TIGR04283 family arsenosugar biosynthesis glycosyltransferase	CDS
EQU24_RS20635		hypothetical protein	CDS
EQU24_RS20640		DEAD/DEAH box helicase	CDS
EQU24_RS20645		DUF3047 domain-containing protein	CDS
EQU24_RS20650			tRNA
EQU24_RS20655		tyrosine-type recombinase/integrase	CDS
EQU24_RS20665		hypothetical protein	CDS
EQU24_RS20670		AlpA family phage regulatory protein	CDS
EQU24_RS20675		hypothetical protein	CDS
EQU24_RS20680		hypothetical protein	CDS
EQU24_RS20685		AAA family ATPase	CDS
EQU24_RS20690		DEAD/DEAH box helicase	CDS
EQU24_RS20695		hypothetical protein	CDS
EQU24_RS20700		hypothetical protein	CDS
EQU24_RS20705		hypothetical protein	CDS
EQU24_RS20710	fba	fructose-bisphosphate aldolase class II	CDS
EQU24_RS20720		Txe/YoeB family addiction module toxin	CDS
EQU24_RS20725		type II toxin-antitoxin system Phd/YefM family antitoxin	CDS
EQU24_RS20730		type II toxin-antitoxin system Phd/YefM family antitoxin	CDS
EQU24_RS20735		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS20740		TIR domain-containing protein	CDS
EQU24_RS20745		DCC1-like thiol-disulfide oxidoreductase family protein	CDS
EQU24_RS20750		assimilatory sulfite reductase (NADPH) flavoprotein subunit	CDS
EQU24_RS20755	cysI	assimilatory sulfite reductase (NADPH) hemoprotein subunit	CDS
EQU24_RS20760		glycosyl transferase	CDS
EQU24_RS20765		phosphatase PAP2 family protein	CDS
EQU24_RS20770		hypothetical protein	CDS
EQU24_RS20775		UDP-2,3-diacylglucosamine diphosphatase	CDS
EQU24_RS20780		DUF3014 domain-containing protein	CDS
EQU24_RS20785		hypothetical protein	CDS
EQU24_RS20790	ppnN	nucleotide 5'-monophosphate nucleosidase PpnN	CDS
EQU24_RS20795		EAL domain-containing protein	CDS
EQU24_RS20805		hypothetical protein	CDS
EQU24_RS20810		hypothetical protein	CDS
EQU24_RS20815		hypothetical protein	CDS
EQU24_RS20825	recC	exodeoxyribonuclease V subunit gamma	CDS
EQU24_RS20830		MarR family transcriptional regulator	CDS
EQU24_RS20835		accessory factor UbiK family protein	CDS
EQU24_RS20840		YifB family Mg chelatase-like AAA ATPase	CDS
EQU24_RS20845		hypothetical protein	CDS
EQU24_RS20850		zinc ribbon domain-containing protein	CDS
EQU24_RS20855		DEAD/DEAH box helicase	CDS
EQU24_RS20860		ribonucleotide reductase	CDS
EQU24_RS20865		DUF2442 domain-containing protein	CDS
EQU24_RS20870		NrdJb	CDS
EQU24_RS20875		hypothetical protein	CDS
EQU24_RS20880		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS20885		putative addiction module antidote protein	CDS
EQU24_RS20890		hypothetical protein	CDS
EQU24_RS20895		DUF2335 domain-containing protein	CDS
EQU24_RS20900		hypothetical protein	CDS
EQU24_RS20905		ISKra4 family transposase	CDS
EQU24_RS20910		DUF5615 family PIN-like protein	CDS
EQU24_RS20915		DUF433 domain-containing protein	CDS
EQU24_RS20920		type II toxin-antitoxin system Phd/YefM family antitoxin	CDS
EQU24_RS20925		Txe/YoeB family addiction module toxin	CDS
EQU24_RS20930		hypothetical protein	CDS
EQU24_RS20935		type II toxin-antitoxin system PemK/MazF family toxin	CDS
EQU24_RS20940		2-oxoacid:acceptor oxidoreductase subunit alpha	CDS
EQU24_RS20945		thiamine pyrophosphate-dependent enzyme	CDS
EQU24_RS20950		ISKra4 family transposase	CDS
EQU24_RS20960		sensor domain-containing diguanylate cyclase	CDS
EQU24_RS20975		class I SAM-dependent methyltransferase	CDS
EQU24_RS20980		ISAs1 family transposase	CDS
EQU24_RS20985		hypothetical protein	CDS
EQU24_RS20990		sigma D regulator	CDS
EQU24_RS20995		UPF0182 family protein	CDS
EQU24_RS21000		multiheme c-type cytochrome	CDS
EQU24_RS21005		PxKF domain-containing protein	CDS
EQU24_RS21010	pepN	aminopeptidase N	CDS
EQU24_RS21015		DUF423 domain-containing protein	CDS
EQU24_RS21020	moaB	molybdenum cofactor biosynthesis protein B	CDS
EQU24_RS21025		DegQ family serine endoprotease	CDS
EQU24_RS21030		cyclic nucleotide-binding domain-containing protein	CDS
EQU24_RS21035	rpmG	50S ribosomal protein L33	CDS
EQU24_RS21040	rpmB	50S ribosomal protein L28	CDS
EQU24_RS21045	gshB	glutathione synthase	CDS
EQU24_RS21050		energy transducer TonB	CDS
EQU24_RS21055		YqgE/AlgH family protein	CDS
EQU24_RS21060	ruvX	Holliday junction resolvase RuvX	CDS
EQU24_RS21065	pyrR	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	CDS
EQU24_RS21070		aspartate carbamoyltransferase catalytic subunit	CDS
EQU24_RS21075		dihydroorotase	CDS
EQU24_RS21080		cytochrome c	CDS
EQU24_RS21085		TIGR00730 family Rossman fold protein	CDS
EQU24_RS21090		FAD-binding protein	CDS
EQU24_RS21095		SGNH/GDSL hydrolase family protein	CDS
EQU24_RS21100		AMP-binding protein	CDS
EQU24_RS21105	pyp	photoactive yellow protein	CDS
EQU24_RS21110		HAMP domain-containing histidine kinase	CDS
EQU24_RS21120		DUF2878 domain-containing protein	CDS
EQU24_RS21125		cyclopropane-fatty-acyl-phospholipid synthase family protein	CDS
EQU24_RS21130		DUF1365 domain-containing protein	CDS
EQU24_RS21135		FAD-dependent oxidoreductase	CDS
EQU24_RS21140		acyl-CoA desaturase	CDS
EQU24_RS21145		nuclear transport factor 2 family protein	CDS
EQU24_RS21150		chalcone isomerase family protein	CDS
EQU24_RS21155		IS110 family transposase	CDS
EQU24_RS21160		BrnT family toxin	CDS
EQU24_RS21165		porin	CDS
EQU24_RS21170		hypothetical protein	CDS
EQU24_RS21175		mechanosensitive ion channel family protein	CDS
EQU24_RS21180		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	CDS
EQU24_RS21185		type II toxin-antitoxin system PemK/MazF family toxin	CDS
EQU24_RS21190		methyltransferase domain-containing protein	CDS
EQU24_RS21195		response regulator transcription factor	CDS
EQU24_RS21200		Tim44-like domain-containing protein	CDS
EQU24_RS21205		hypothetical protein	CDS
EQU24_RS21210		BPSS1780 family membrane protein	CDS
EQU24_RS21215	gnd	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	CDS
EQU24_RS21220	zwf	glucose-6-phosphate dehydrogenase	CDS
EQU24_RS21225		hypothetical protein	CDS
EQU24_RS21230		DNA ligase	CDS
EQU24_RS21235		TIGR03768 family metallophosphoesterase	CDS
EQU24_RS21245		ArsA family ATPase	CDS
EQU24_RS21250		hypothetical protein	CDS
EQU24_RS21255		carbon starvation protein A	CDS
EQU24_RS21275		DUF1318 domain-containing protein	CDS
EQU24_RS21280		PD40 domain-containing protein	CDS
EQU24_RS21285		M28 family peptidase	CDS
EQU24_RS21290	pgl	6-phosphogluconolactonase	CDS
EQU24_RS21295		hypothetical protein	CDS
EQU24_RS21300		Spy/CpxP family protein refolding chaperone	CDS
EQU24_RS21305		response regulator	CDS
EQU24_RS21310		ATP-binding protein	CDS
EQU24_RS21315		response regulator	CDS
EQU24_RS21320		DUF5765 domain-containing protein	CDS
EQU24_RS21325	rlmJ	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	CDS
EQU24_RS21330		ABC transporter ATP-binding protein	CDS
EQU24_RS21335		efflux RND transporter periplasmic adaptor subunit	CDS
EQU24_RS21340		NADP-dependent isocitrate dehydrogenase	CDS
EQU24_RS21345		ankyrin repeat domain-containing protein	CDS
EQU24_RS21350	apaG	Co2+/Mg2+ efflux protein ApaG	CDS
EQU24_RS21355		symmetrical bis(5'-nucleosyl)-tetraphosphatase	CDS
EQU24_RS21365		hypothetical protein	CDS
EQU24_RS21370		hypothetical protein	CDS
EQU24_RS21380		DUF4160 domain-containing protein	CDS
EQU24_RS21385		DUF2442 domain-containing protein	CDS
EQU24_RS21390		ATP-binding protein	CDS
EQU24_RS21395		multicopper oxidase domain-containing protein	CDS
EQU24_RS21400		dihydrofolate reductase	CDS
EQU24_RS21405		asparaginase domain-containing protein	CDS
EQU24_RS21410		PAS domain S-box protein	CDS
EQU24_RS21415		response regulator	CDS
EQU24_RS21420		PAS domain S-box protein	CDS
EQU24_RS21425		response regulator transcription factor	CDS
EQU24_RS21430		response regulator	CDS
EQU24_RS21435		methyl-accepting chemotaxis protein	CDS
EQU24_RS21440		response regulator	CDS
EQU24_RS21445		STAS domain-containing protein	CDS
EQU24_RS21450		chemotaxis protein CheA	CDS
EQU24_RS21455		methyl-accepting chemotaxis protein	CDS
EQU24_RS21460		chemotaxis protein CheW	CDS
EQU24_RS21465		methyl-accepting chemotaxis protein	CDS
EQU24_RS21470		methyltransferase domain-containing protein	CDS
EQU24_RS21475		EAL domain-containing response regulator	CDS
EQU24_RS21480		PAS domain S-box protein	CDS
EQU24_RS21485		EAL domain-containing protein	CDS
EQU24_RS21490		cytochrome-c peroxidase	CDS
EQU24_RS21495		metallophosphoesterase	CDS
EQU24_RS21500		hypothetical protein	CDS
EQU24_RS21505		ABC transporter permease	CDS
EQU24_RS21510		ATP-binding cassette domain-containing protein	CDS
EQU24_RS21515		MlaD family protein	CDS
EQU24_RS21520		PqiC family protein	CDS
EQU24_RS21525		sodium:solute symporter family protein	CDS
EQU24_RS21530		(2Fe-2S)-binding protein	CDS
EQU24_RS21540		DUF2780 domain-containing protein	CDS
EQU24_RS21545		cupin domain-containing protein	CDS
EQU24_RS21550		heavy metal translocating P-type ATPase	CDS
EQU24_RS21555		FAD-dependent oxidoreductase	CDS
EQU24_RS21560	fbaA	class II fructose-bisphosphate aldolase	CDS
EQU24_RS21565		transaldolase	CDS
EQU24_RS21570		hypothetical protein	CDS
EQU24_RS21575	tkt	transketolase	CDS
EQU24_RS21585		hypothetical protein	CDS
EQU24_RS21590	tkt	transketolase	CDS
EQU24_RS21600		hypothetical protein	CDS
EQU24_RS21605	tkt	transketolase	CDS
EQU24_RS21615		hypothetical protein	CDS
EQU24_RS21620	tkt	transketolase	CDS
EQU24_RS21630		HAD-IIA family hydrolase	CDS
EQU24_RS21635	dhaK	dihydroxyacetone kinase subunit DhaK	CDS
EQU24_RS21640	dhaL	dihydroxyacetone kinase subunit DhaL	CDS
EQU24_RS21645		hypothetical protein	CDS
EQU24_RS21650	nudE	ADP compounds hydrolase NudE	CDS
EQU24_RS21655	yrfG	GMP/IMP nucleotidase	CDS
EQU24_RS21660		DEAD/DEAH box helicase	CDS
EQU24_RS21665	trxA	thioredoxin TrxA	CDS
EQU24_RS21670	rho	transcription termination factor Rho	CDS
EQU24_RS21675		NAD(P)H-dependent oxidoreductase	CDS
EQU24_RS21685		oxidative damage protection protein	CDS
EQU24_RS21690	mutY	A/G-specific adenine glycosylase	CDS
EQU24_RS21700		rubredoxin	CDS
EQU24_RS21705		AsmA family protein	CDS
EQU24_RS21710		hypothetical protein	CDS
EQU24_RS21715		peroxiredoxin	CDS
EQU24_RS21720		hypothetical protein	CDS
EQU24_RS21725		tetratricopeptide repeat protein	CDS
EQU24_RS21730		energy transducer TonB	CDS
EQU24_RS21735		biopolymer transporter ExbD	CDS
EQU24_RS21740		MotA/TolQ/ExbB proton channel family protein	CDS
EQU24_RS21745		MotA/TolQ/ExbB proton channel family protein	CDS
EQU24_RS21750		DUF3450 domain-containing protein	CDS
EQU24_RS21755		hypothetical protein	CDS
EQU24_RS21760	doeB2	N(2)-acetyl-L-2,4-diaminobutanoate deacetylase DoeB2	CDS
EQU24_RS21765		aspartate aminotransferase family protein	CDS
EQU24_RS21770	doeA	ectoine hydrolase	CDS
EQU24_RS21775		NAD-dependent succinate-semialdehyde dehydrogenase	CDS
EQU24_RS21780		hypothetical protein	CDS
EQU24_RS21785		hypothetical protein	CDS
EQU24_RS21790		hypothetical protein	CDS
EQU24_RS21795		ATP-binding protein	CDS
EQU24_RS21810		helix-turn-helix domain-containing protein	CDS
EQU24_RS21815		hypothetical protein	CDS
EQU24_RS21820		hypothetical protein	CDS
EQU24_RS21825		HNH endonuclease	CDS
EQU24_RS21830		DUF262 domain-containing protein	CDS
EQU24_RS21835		IS4 family transposase	CDS
EQU24_RS21840		N-6 DNA methylase	CDS
EQU24_RS21845		restriction endonuclease subunit S	CDS
EQU24_RS21850		hypothetical protein	CDS
EQU24_RS21855		hypothetical protein	CDS
EQU24_RS21860		type II toxin-antitoxin system HicA family toxin	CDS
EQU24_RS21865		type II toxin-antitoxin system HicB family antitoxin	CDS
EQU24_RS21870		hypothetical protein	CDS
EQU24_RS21875		type I restriction endonuclease subunit R	CDS
EQU24_RS21880		hypothetical protein	CDS
EQU24_RS21885		2OG-Fe(II) oxygenase	CDS
EQU24_RS21890		hypothetical protein	CDS
EQU24_RS21895		energy transducer TonB	CDS
EQU24_RS21900		biopolymer transporter ExbD	CDS
EQU24_RS21905		MotA/TolQ/ExbB proton channel family protein	CDS
EQU24_RS21910		MotA/TolQ/ExbB proton channel family protein	CDS
EQU24_RS21915		DUF3450 domain-containing protein	CDS
EQU24_RS21920		PepSY domain-containing protein	CDS
EQU24_RS21930	rpe	ribulose-phosphate 3-epimerase	CDS
EQU24_RS21935	glgP	alpha-glucan family phosphorylase	CDS
EQU24_RS21940	mgtE	magnesium transporter	CDS
EQU24_RS21945		MerR family transcriptional regulator	CDS
EQU24_RS21950		RNA polymerase sigma factor RpoD/SigA	CDS
EQU24_RS21955	hflK	FtsH protease activity modulator HflK	CDS
EQU24_RS21960	hflC	protease modulator HflC	CDS
EQU24_RS21965	ftsH	ATP-dependent zinc metalloprotease FtsH	CDS
EQU24_RS21970		hypothetical protein	CDS
EQU24_RS21975		TIGR01777 family oxidoreductase	CDS
EQU24_RS21980	metG	methionine--tRNA ligase	CDS
EQU24_RS21985		HlyD family efflux transporter periplasmic adaptor subunit	CDS
EQU24_RS21990		ABC transporter permease	CDS
EQU24_RS21995		ABC transporter ATP-binding protein	CDS
EQU24_RS22000		PfkB family carbohydrate kinase	CDS
EQU24_RS22010		ABC transporter substrate-binding protein	CDS
EQU24_RS22015		ABC transporter permease	CDS
EQU24_RS22020		ABC transporter permease	CDS
EQU24_RS22030	pcp	pyroglutamyl-peptidase I	CDS
EQU24_RS22035	zwf	glucose-6-phosphate dehydrogenase	CDS
EQU24_RS22040		thioredoxin family protein	CDS
EQU24_RS22045		helix-turn-helix domain-containing protein	CDS
EQU24_RS22050		metalloregulator ArsR/SmtB family transcription factor	CDS
EQU24_RS22055		hypothetical protein	CDS
EQU24_RS22060		BatD family protein	CDS
EQU24_RS22065		VWA domain-containing protein	CDS
EQU24_RS22070		VWA domain-containing protein	CDS
EQU24_RS22075		DUF4381 domain-containing protein	CDS
EQU24_RS22080		DUF58 domain-containing protein	CDS
EQU24_RS22085		MoxR family ATPase	CDS
EQU24_RS22090		POT family MFS transporter	CDS
EQU24_RS22095		hypothetical protein	CDS
EQU24_RS22100		SDR family oxidoreductase	CDS
EQU24_RS22105		CPXCG motif-containing cysteine-rich protein	CDS
EQU24_RS22110		hypothetical protein	CDS
EQU24_RS22115		type II toxin-antitoxin system HicA family toxin	CDS
EQU24_RS22120		hypothetical protein	CDS
EQU24_RS22125		Arm DNA-binding domain-containing protein	CDS
EQU24_RS22130			tRNA
EQU24_RS22135	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	CDS
EQU24_RS22140	yidC	membrane protein insertase YidC	CDS
EQU24_RS22145	yidD	membrane protein insertion efficiency factor YidD	CDS
EQU24_RS22150	rnpA	ribonuclease P protein component	CDS
EQU24_RS22155	rpmH	50S ribosomal protein L34	CDS
EQU24_RS22165		caspase family protein	CDS
EQU24_RS22175		hypothetical protein	CDS
EQU24_RS22180		hypothetical protein	CDS
EQU24_RS22185		hypothetical protein	CDS
EQU24_RS22195		hypothetical protein	CDS
EQU24_RS22200		hypothetical protein	CDS
EQU24_RS22205		hypothetical protein	CDS
EQU24_RS22210		hypothetical protein	CDS
EQU24_RS22220		hypothetical protein	CDS
EQU24_RS22225		hypothetical protein	CDS
EQU24_RS22230		hypothetical protein	CDS
EQU24_RS22240		hypothetical protein	CDS
EQU24_RS22245		hypothetical protein	CDS
EQU24_RS22250		hypothetical protein	CDS
EQU24_RS22255		hypothetical protein	CDS
EQU24_RS22265		hypothetical protein	CDS
